fullVisitorID,channelgrouping,date,OS,Apparel,Office,Electronics,LimitedSupply,Accessories,ShopByBrand,Bags,totalSpent_USD
490746391971149059,Referral,20160812,Macintosh,0,0,0,0,0,3,0,239.97
4793971202809477497,Direct,20160812,Macintosh,4,0,0,0,0,0,0,130.96
972804312875582831,Referral,20160812,Linux,1,0,0,0,0,0,0,175.97
5750050166291606938,Direct,20160812,Macintosh,0,0,0,0,0,0,0,52.98
1186174396902333260,Referral,20160812,Macintosh,0,0,0,2,0,0,0,159.98
59182726799097238,Paid Search,20160812,iOS,5,0,0,0,0,0,0,84.95
9941926446046145468,Referral,20160812,Macintosh,4,0,0,0,0,0,0,75.96
7587138749751940102,Referral,20160812,Macintosh,4,0,0,0,0,0,0,74.35
3097915450059781479,Direct,20160812,Macintosh,3,0,0,0,0,0,0,56.97
4072267323657440341,Referral,20160812,Linux,4,0,0,0,0,0,0,55.96
1264680560416208863,Organic Search,20160812,Linux,2,0,0,0,0,0,0,90.95
141447682617459888,Direct,20160812,Linux,4,0,0,0,0,0,0,166.36
4278365513858458160,Direct,20160812,Windows,2,0,4,0,0,0,0,176.94
2005406430209202726,Direct,20160812,Macintosh,2,0,2,0,0,0,0,52.94
942194966104729969,Referral,20160812,Macintosh,0,0,0,0,2,0,0,141.11
9892878855186083289,Referral,20160812,Linux,2,0,0,0,0,0,0,306.88
2214973174957610124,Referral,20160812,Linux,10,0,10,0,0,0,0,446
4617679704597084257,Referral,20160812,Linux,19,0,2,0,0,0,0,584.58
8885051388942907862,Referral,20160812,Linux,17,12,8,1,2,0,0,1266.78
2202902833399913126,Social,20160812,iOS,3,0,0,0,0,0,0,50.97
935660274800570283,Organic Search,20161001,Macintosh,2,0,0,0,0,0,0,111.98
7363830162579680921,Paid Search,20161001,Android,2,0,0,0,0,0,0,21.98
8792929135158677726,Paid Search,20161001,Android,0,0,0,0,0,0,0,425
3853123258753692320,Referral,20161001,Macintosh,4,0,0,0,0,0,0,67.96
4232297768538134633,Organic Search,20161001,Windows,0,0,0,0,2,1,0,6.99
6003864923882069431,Organic Search,20161001,Windows,0,0,9,0,5,0,1,703.34
8166898430517779079,Organic Search,20161001,Macintosh,0,4,0,0,3,0,0,38.92
1772611940931969613,Organic Search,20160920,Android,1,0,0,0,0,0,0,16.99
4016873359687459489,Organic Search,20160920,Macintosh,19,0,0,0,0,0,0,1641.81
2531370275690884608,Organic Search,20160920,iOS,0,0,0,0,0,0,0,1.99
1877155852254109597,Direct,20160920,Linux,0,0,0,0,0,0,0,33.99
8844583687832568068,Organic Search,20160920,Chrome OS,0,0,0,0,0,0,1,13.99
1906960422664572901,Referral,20160920,Macintosh,1,0,0,0,0,0,0,95.99
5186726090994851403,Organic Search,20160920,Windows,0,0,0,0,0,0,1,69.99
9194878681498354985,Direct,20160920,Chrome OS,0,0,0,0,0,0,0,22.98
3244164595778074621,Paid Search,20160920,Windows,0,0,0,0,0,0,0,4.99
1384285054991870123,Organic Search,20160920,iOS,0,0,2,0,0,0,0,437.97
4492705217247517629,Referral,20160920,Macintosh,0,0,0,0,0,2,0,11.18
1554012335496925810,Referral,20160920,Linux,1,0,0,0,0,0,0,44.79
9591127230131853457,Organic Search,20160920,Chrome OS,1,0,0,0,0,1,0,124.98
3978569641485475276,Referral,20160920,Macintosh,2,0,0,0,1,0,0,68.97
3044940322041154024,Direct,20160920,Android,6,0,0,0,0,0,0,111.94
3712791878045778722,Display,20160920,Macintosh,0,0,0,0,0,6,0,399.94
0234892159724875449,Referral,20160920,Macintosh,0,0,0,0,5,0,0,9
0747171956991993858,Referral,20160920,Macintosh,0,0,0,0,0,0,4,295.96
7535237998371692901,Referral,20160920,Chrome OS,2,0,2,0,0,0,0,82.77
4240861756102346904,Organic Search,20160920,Android,4,0,0,0,0,2,4,860.9
8793898683695120916,Referral,20160920,Macintosh,6,0,0,0,4,0,0,300.9
5604878405590079298,Organic Search,20160920,Windows,0,0,1,0,2,0,2,97.43
3536855989510747054,Direct,20160920,Windows,8,4,0,0,3,0,0,205.35
7697777980964141864,Organic Search,20161213,Linux,0,0,0,0,0,0,0,33.99
7198985634914799386,Organic Search,20161213,Macintosh,0,0,0,0,0,0,0,42.37
7318804725851754061,Organic Search,20161213,Windows,2,0,1,0,0,0,0,136.95
5131179519533087291,Direct,20161213,iOS,0,0,0,0,0,0,0,24.99
759917064394380353,Organic Search,20161213,Windows,0,12,0,0,0,0,3,109.63
9843808262868142262,Paid Search,20161213,Macintosh,0,0,0,0,0,0,0,43.96
3640206865771110259,Organic Search,20161213,Windows,5,0,0,0,0,0,0,119.94
2942212781099976151,Display,20161213,Macintosh,6,0,0,0,0,0,0,545.07
4099844335483212481,Referral,20161213,Macintosh,0,0,1,0,0,0,0,64.96
4501892005887821510,Organic Search,20161213,iOS,1,0,0,0,0,0,0,16.99
796121750425090388,Direct,20161213,Macintosh,0,0,0,0,0,0,0,19.99
507781256683519944,Referral,20161213,Linux,0,0,0,0,0,0,1,99.99
0940752406467808558,Direct,20161213,Windows,9,5,2,0,4,0,2,228.72
7789119767803928706,Organic Search,20161213,Windows,0,0,2,0,0,0,0,79.98
8549170140714136790,Referral,20161213,Macintosh,2,0,0,0,0,0,0,111.98
8130587090166604598,Referral,20161213,Macintosh,0,0,0,0,0,0,0,124.77
4309143848059978045,Referral,20161213,Linux,2,0,0,0,0,0,0,37.58
6301285789794450446,Organic Search,20161213,Windows,0,0,0,0,1,0,0,13.99
7691660231126555921,Organic Search,20161213,Windows,0,0,0,0,0,0,0,220.89
3840891117586215911,Direct,20161213,Chrome OS,3,0,0,0,0,0,0,56.97
6425057653479686610,Direct,20161213,Macintosh,0,0,0,0,0,0,4,295.96
1402066287489225452,Direct,20161213,Macintosh,1,0,0,0,0,0,0,142.97
6489328731496296391,Organic Search,20161213,Windows,0,0,0,0,0,4,0,75.96
0655199071522811156,Referral,20161213,Macintosh,4,0,0,0,0,0,0,318.36
2274248723161745038,Organic Search,20161213,Chrome OS,2,0,0,0,2,0,0,93.92
5921955043410577506,Referral,20161213,Windows,3,0,0,0,2,0,0,44.33
3533321695674569475,Referral,20161213,Macintosh,8,0,0,0,0,0,0,448.63
7369737539056679785,Direct,20160910,iOS,0,0,0,0,0,0,0,3.5
2493660777335414359,Organic Search,20160910,iOS,1,0,0,0,0,0,0,23.99
2905860380955975088,Organic Search,20160910,Windows,2,0,0,0,0,0,0,33.98
1177326592591599469,Referral,20160910,Windows,3,0,0,0,0,0,0,50.97
9701693707759676397,Paid Search,20160910,Windows,8,0,0,0,0,0,0,549.92
8608200921063274627,Organic Search,20160910,Macintosh,0,0,0,0,0,0,0,37.98
2194592743396253647,Organic Search,20160910,Windows,3,0,0,0,0,0,0,50.97
4802821699974317428,Organic Search,20160910,Chrome OS,0,0,1,0,0,0,0,5
0990460208961906503,Organic Search,20160910,iOS,0,0,0,0,0,3,0,65.97
1089026004525497253,Referral,20160910,Macintosh,0,0,2,0,0,0,0,46.37
0622093215836923895,Direct,20160910,Macintosh,0,0,0,0,0,0,0,11.98
9982060401601556664,Organic Search,20160910,Macintosh,4,0,0,0,0,0,0,155.96
7358136437109329681,Paid Search,20160910,Android,0,2,0,0,0,0,0,142.85
9575408914367036152,Organic Search,20160910,Windows,0,0,2,0,0,0,0,119.97
6534928919321366267,Organic Search,20160910,iOS,3,0,0,0,0,0,0,58.44
3476907504925555837,Organic Search,20160910,Windows,9,0,0,0,0,6,0,617.83
0726362774948746197,Direct,20160910,Macintosh,54,10,2,0,0,2,2,3224.07
9764446941948669349,Referral,20160829,Macintosh,1,0,0,0,0,0,0,19.99
8697169658080770295,Direct,20160829,Linux,0,0,0,0,0,0,0,49.98
1739823917347946740,Organic Search,20160829,Macintosh,0,0,0,0,0,0,2,199.98
655927139414785823,Referral,20160829,Linux,1,0,0,0,0,0,0,59.99
4753334846200964774,Direct,20160829,Windows,0,0,0,0,0,1,0,17.99
6800232098202038585,Direct,20160829,Linux,0,0,0,0,0,0,0,34.97
6518631961915502936,Direct,20160829,Windows,0,0,0,0,0,0,4,399.96
8919799453184727107,Organic Search,20160829,iOS,0,0,0,0,0,1,0,20.49
3804747310023031811,Organic Search,20160829,Linux,0,0,0,0,0,0,0,53.98
247613008812895646,Direct,20160829,Macintosh,0,0,0,0,0,1,0,2.99
6328989540373870447,Referral,20160829,Macintosh,0,0,0,0,0,0,1,79.99
5970166779585505457,Referral,20160829,Macintosh,0,2,0,0,0,0,0,9.48
0365886125996175618,Referral,20160829,Macintosh,0,0,0,0,0,0,0,62.37
0185495255954877031,Referral,20160829,Macintosh,4,0,0,0,0,0,0,359.96
3598574588288765036,Organic Search,20160829,iOS,4,0,0,0,0,0,0,69.96
8987970532623220755,Referral,20160829,Macintosh,0,0,0,0,0,3,0,96.96
0633257101834461587,Organic Search,20160829,Macintosh,0,0,0,0,0,0,2,69.98
597037796430522943,Direct,20160829,Macintosh,6,0,0,0,0,0,0,129.94
9459089543320701726,Referral,20160829,Macintosh,2,0,0,0,0,0,3,162.92
3786423678237032669,Organic Search,20160829,iOS,1,0,0,0,0,0,0,20.99
7846983172842132768,Organic Search,20160829,iOS,1,1,0,0,0,0,3,141.94
0192761237151037034,Organic Search,20160829,Windows,6,0,0,0,0,0,0,179.94
8232947695089161227,Referral,20160829,Macintosh,0,0,0,0,0,0,0,60.76
5900405336778225792,Direct,20160829,Windows,0,0,2,0,0,0,5,739.89
8609703026155467375,Organic Search,20160829,Windows,0,1,4,0,0,2,0,487.39
519702564051740322,Referral,20160829,Macintosh,8,1,0,0,0,2,4,659.36
01951948804985849,Direct,20160829,Windows,2,4,2,0,0,0,0,218.91
8812677991523562398,Organic Search,20160829,Macintosh,2,0,5,0,0,0,2,290.33
024164219255036061,Organic Search,20160829,Windows,4,4,0,0,0,0,0,167.37
1135453482675653691,Direct,20161221,Macintosh,0,0,0,0,1,0,0,1.99
9566661927499122726,Organic Search,20161221,iOS,1,0,0,0,0,0,0,18.99
1459407046169577579,Referral,20161221,Android,1,0,0,0,0,0,0,51.99
6320375264339666609,Paid Search,20161221,Chrome OS,2,0,0,0,0,0,0,111.98
1476989733063357015,Organic Search,20161221,Windows,0,0,0,0,1,0,0,4.5
8626237727392323203,Organic Search,20161221,Macintosh,0,0,0,0,0,0,0,51.97
0900191466663254191,Referral,20161221,Macintosh,0,8,2,0,0,0,6,172.91
1875834855839567395,Referral,20161221,Macintosh,0,0,0,0,0,0,0,24.78
0076529729049367813,Referral,20161221,Windows,2,0,0,0,0,0,0,149.98
1923671187296377689,Direct,20161221,Android,0,0,8,0,0,0,0,141.92
2510344492911224895,Organic Search,20161221,Windows,0,0,0,0,0,8,0,148.92
5114967581308408726,Organic Search,20161221,Macintosh,0,2,0,0,2,0,3,121.9
4118701850493797627,Referral,20161221,Macintosh,0,0,0,0,0,0,0,120.95
4955006608299312177,Referral,20161221,Macintosh,5,0,0,0,0,0,4,285.5
4705054661229049768,Direct,20161221,Windows,0,2,4,0,0,0,2,362.92
0127856588703089010,Referral,20161221,Windows,0,6,1,0,1,0,0,156.94
4752643966894755762,Direct,20161221,Macintosh,2,0,3,0,0,0,5,664.9
6167239042241988829,Organic Search,20161216,iOS,0,0,0,0,0,1,0,34.99
7003889582129754552,Referral,20161216,Macintosh,2,0,0,0,0,0,0,148.78
3931197784614007060,Organic Search,20161216,Chrome OS,0,0,0,0,0,0,0,27.99
5156784803784200869,Referral,20161216,Linux,0,0,0,0,1,0,0,1.99
955482325465035772,Direct,20161216,iOS,0,0,0,0,0,0,0,3.98
8985598209950256387,Referral,20161216,Macintosh,2,0,0,0,0,0,0,149.98
7692612475659939901,Organic Search,20161216,iOS,0,0,0,0,0,0,0,7.96
6296278045589071160,Referral,20161216,Macintosh,10,0,0,0,0,0,0,158.3
2775194519531335542,Direct,20161216,Windows,0,0,0,0,0,0,1,9.99
9404473300604637175,Referral,20161216,Macintosh,0,0,0,0,0,0,1,10.99
2587330152410305395,Direct,20161216,Windows,3,0,0,0,0,0,0,93.97
1081131800379517088,Organic Search,20161216,Macintosh,6,0,0,0,0,0,0,176.94
2734191300496340229,Direct,20161216,Windows,6,0,2,0,0,0,3,255.89
9632311716719827389,Direct,20161216,Windows,0,0,0,0,0,0,0,11.94
3348449424172649440,Referral,20161216,Macintosh,6,0,0,0,0,0,0,203.08
2209436155932359314,Organic Search,20161216,Windows,0,0,5,0,0,0,3,68.42
4961475611241206847,Referral,20161216,Macintosh,8,0,0,0,2,0,0,437.88
3803364184957424266,Referral,20161216,Windows,0,1,2,0,4,0,0,91.91
3575423460023481898,Display,20161216,Macintosh,21,0,0,0,0,0,0,447.76
4178895217253469173,Referral,20161216,Macintosh,0,0,0,0,0,5,0,225.9
8730205427292249609,Social,20161113,Windows,0,0,0,0,0,7,0,142.93
9876626870308592678,Paid Search,20161113,Windows,5,0,0,0,0,0,2,363.93
6779783782498789134,Organic Search,20161113,Macintosh,0,0,0,0,4,0,0,6
6685784192215154404,Organic Search,20161113,iOS,0,2,0,0,0,0,0,7.98
175500498544072912,Direct,20161113,Android,0,0,0,0,0,0,1,99.99
2444379082594823080,Organic Search,20161113,Windows,0,0,0,0,0,0,2,199.98
5691388559115159349,Organic Search,20161113,iOS,1,0,0,0,0,0,0,18.98
021086910565936293,Paid Search,20161113,Android,1,0,0,0,0,0,0,89.99
3691318248320345923,Direct,20161113,Macintosh,0,0,0,0,0,0,5,419.95
7297771878755974564,Direct,20161113,Macintosh,5,0,0,0,0,0,0,275.95
6704302181752646951,Referral,20161113,Macintosh,15,2,0,0,16,0,0,374.75
2889341420774678532,Paid Search,20161230,Android,0,0,0,0,0,0,0,3.5
7400153334064056683,Organic Search,20161230,Chrome OS,0,4,0,0,0,0,0,144.95
2405812156123890195,Organic Search,20161230,Macintosh,0,0,0,0,0,0,0,18.99
9608063622514366004,Direct,20161230,Android,0,0,5,0,0,0,0,297.95
5449143729652556849,Referral,20161230,Macintosh,0,0,0,0,0,0,0,21.99
3006639389986789159,Paid Search,20161230,Linux,6,0,2,0,1,0,0,699.89
1274316285301892282,Direct,20160813,iOS,0,0,0,1,0,0,0,99.99
5791483666053994311,Paid Search,20160813,Windows,2,0,0,0,0,0,0,95.98
0076487133046270269,Paid Search,20160813,iOS,0,0,0,0,0,0,0,16.99
0016460566358872551,Organic Search,20160813,Windows,0,0,0,0,0,0,0,3.99
2574382829148632831,Organic Search,20160813,iOS,1,0,0,0,0,0,0,29.99
1832058157284278066,Referral,20160813,Macintosh,0,0,0,0,0,0,0,4.99
9281843675691323950,Organic Search,20160813,Macintosh,0,0,0,3,0,0,0,299.97
0394861106832402973,Direct,20160813,iOS,0,0,0,0,0,0,0,53.98
7871415037314148879,Referral,20160813,Macintosh,1,0,1,0,0,1,0,40.48
5607548863816892484,Organic Search,20160813,Macintosh,4,0,0,0,5,0,0,245.91
8858634239956524509,Paid Search,20160813,iOS,0,0,0,1,0,0,0,15.99
0879808925375777623,Referral,20160813,Linux,10,0,0,0,0,0,0,273.49
2560457144402728823,Organic Search,20160813,Windows,0,0,2,0,0,0,0,43.49
3210549430003803515,Organic Search,20161008,iOS,1,0,0,0,0,0,0,16.99
3339444129841505858,Organic Search,20161008,Macintosh,0,1,0,0,0,0,0,2.99
7130802169367348946,Organic Search,20161008,iOS,0,0,0,0,3,0,0,10.5
6105571548507532104,Organic Search,20161008,Windows,0,2,0,0,0,0,0,17.97
6077435441708793249,Organic Search,20161008,Macintosh,4,0,0,0,0,0,0,223.96
4349735523257164571,Organic Search,20161008,Windows,0,0,0,0,0,0,2,199.98
1943950549555348883,Referral,20161008,Macintosh,0,0,0,0,0,0,5,383.95
7052776758581655143,Organic Search,20161008,Macintosh,4,0,0,0,0,0,1,367.95
5719213140589922004,Referral,20161008,Macintosh,0,0,0,0,0,0,22,984.8
7564212194922509100,Organic Search,20161008,Macintosh,11,0,0,0,0,0,6,471.82
2698613658642043031,Social,20161008,Windows,0,0,0,0,0,0,0,0
1416450109899548382,Social,20161008,Windows,0,0,0,0,0,0,0,124.95
124155981420942574,Organic Search,20161019,Macintosh,0,1,0,0,0,0,0,10.99
3912293781746076719,Organic Search,20161019,iOS,0,0,1,0,0,0,0,145.99
2347494331348434446,Organic Search,20161019,Android,0,0,0,0,2,0,0,7
2580800722599136205,Organic Search,20161019,Linux,0,0,0,0,0,0,0,49.98
6762676829269204873,Organic Search,20161019,Macintosh,8,0,0,0,0,0,2,588.87
5806734256862153948,Organic Search,20161019,Macintosh,19,0,0,0,0,0,0,939.81
5495512155336695195,Referral,20161019,Windows,6,6,2,0,2,0,4,715.84
7648532327229814909,Organic Search,20161019,Android,1,0,0,0,0,0,0,74.99
1900941223750697294,Organic Search,20161019,iOS,0,0,0,0,0,0,0,16.99
5659290003238471232,Referral,20161019,Linux,0,0,2,0,0,0,0,67.98
5580169800786623949,Organic Search,20161019,Android,0,0,0,0,0,0,0,13.98
0077168798185688932,Organic Search,20161019,Windows,1,0,0,0,0,2,0,50.97
5414597853081297366,Referral,20161019,Macintosh,0,0,2,0,0,0,0,27.18
6114058058158065856,Referral,20161019,Macintosh,0,0,0,0,5,0,2,124.95
6148725756390882016,Referral,20161019,Windows,2,2,0,0,0,0,0,161.56
3540045926943521828,Direct,20161019,Windows,0,12,0,0,0,0,0,164.88
6781934558737955524,Referral,20161019,Macintosh,7,0,0,0,0,0,0,279.51
053280854945677219,Direct,20161019,Windows,0,2,4,0,6,0,6,914.82
3499517939077854873,Referral,20161003,Chrome OS,2,0,0,0,0,0,0,76.78
5020683412911192431,Referral,20161003,Macintosh,0,0,0,0,0,0,1,7.99
1523536256302641027,Organic Search,20161003,Windows,0,0,0,0,0,3,0,50.97
4138829963781706598,Organic Search,20161003,Windows,0,1,0,0,0,0,0,5.99
4553345465598986701,Referral,20161003,Macintosh,0,0,0,0,0,0,0,198.35
5427301389243508705,Referral,20161003,Linux,5,0,0,0,0,0,0,161.95
4834223815849545406,Referral,20161003,Macintosh,5,0,0,0,0,0,0,109.94
1236888014667941122,Direct,20161211,iOS,0,0,0,0,0,2,0,37.98
1915754367304755046,Organic Search,20161211,Windows,1,0,0,0,0,0,0,18.99
7462629519594852827,Referral,20161211,Macintosh,0,1,0,0,0,0,0,1.59
2706500429954403422,Direct,20161211,Android,0,0,0,0,0,0,0,39.99
7549655379574163872,Direct,20161211,Windows,0,2,0,0,0,0,0,19.98
008131355028135033,Referral,20161211,Windows,0,0,0,0,0,0,2,147.98
4754999393353711212,Referral,20161211,Chrome OS,2,0,0,0,0,0,0,43.98
5718765032076148135,Referral,20161211,Macintosh,4,0,0,0,0,0,0,76.76
0102127042498450827,Referral,20161211,Linux,0,2,0,0,0,0,0,88.95
175507400983740299,Organic Search,20161211,Windows,0,2,2,0,4,0,0,35.48
903821245365156924,Direct,20161211,iOS,9,0,0,0,2,0,0,196.87
6651488244421416319,Social,20161211,Windows Phone,0,0,0,0,0,11,0,209.89
61550546580852671,Organic Search,20161201,iOS,1,0,0,0,0,0,0,18.99
1008720595056800099,Direct,20161201,Macintosh,0,0,0,0,0,0,1,99.99
9012260289210689043,Organic Search,20161201,Windows,0,0,1,0,0,0,0,10.99
4260188065856382311,Organic Search,20161201,Macintosh,0,0,0,0,1,0,0,1.99
7166955564188385453,Paid Search,20161201,Windows,0,0,1,0,0,0,0,34.99
4534344493915389422,Organic Search,20161201,Macintosh,1,0,0,0,0,0,0,16.99
4486690422457445774,Organic Search,20161201,iOS,1,0,0,0,0,0,0,16.99
3181093700208045141,Organic Search,20161201,Macintosh,0,0,0,0,0,0,1,3.5
1157720551919445210,Referral,20161201,Macintosh,0,0,0,0,0,0,7,95.93
8892383150770504438,Referral,20161201,Macintosh,0,0,0,0,1,0,0,3.5
4618631961568448500,Organic Search,20161201,iOS,3,0,0,0,0,0,0,204.97
7258589477113958597,Organic Search,20161201,Windows,0,0,0,0,0,0,2,9.98
7928058336513364983,Direct,20161201,Windows,0,2,0,0,0,0,0,37.96
4230104325532739733,Direct,20161201,Macintosh,0,0,0,0,0,0,0,147.97
3987163167941334890,Organic Search,20161201,Windows,4,0,0,0,0,0,0,374.93
9201885133117293681,Referral,20161201,Macintosh,8,0,0,0,0,0,0,255.12
8444725132150789814,Referral,20161201,Chrome OS,0,6,4,0,0,0,4,64.32
9605310871575617246,Referral,20161201,Windows,0,2,4,0,18,0,2,624.27
3691172007701446787,Direct,20161120,iOS,1,0,0,0,0,1,0,165.98
8851879097125638869,Organic Search,20161120,iOS,0,0,0,0,0,1,0,55.99
7412425316321637914,Referral,20161120,Macintosh,6,0,0,0,0,0,0,431.94
3014184706587906735,Organic Search,20161120,iOS,0,0,11,0,0,0,0,833.89
0079087558571494799,Referral,20161120,Macintosh,7,0,0,0,0,0,0,95.13
6517389921867896274,Paid Search,20161120,iOS,6,0,0,0,0,0,0,101.94
4371302194788560060,Organic Search,20161120,iOS,2,5,0,0,0,0,0,289.91
2800998961293422419,Organic Search,20161002,Windows,0,0,0,0,2,0,0,3.98
5329632192503000679,Organic Search,20161002,iOS,0,0,0,0,0,1,0,4.99
4641416337224928193,Organic Search,20161002,iOS,0,0,0,0,0,1,0,21.99
6423926931630149174,Paid Search,20161002,Macintosh,0,0,0,0,0,3,0,50.97
6068598620766435054,Organic Search,20161002,Macintosh,0,0,0,0,0,0,4,63.96
8696359555821462622,Organic Search,20161002,Chrome OS,1,0,0,0,0,0,0,16.99
4934700032952922348,Direct,20161002,Android,0,0,2,0,0,0,0,250.98
2096402864746028511,Organic Search,20161002,Windows,0,0,0,0,2,0,0,3.98
975724513021047353,Direct,20161002,Chrome OS,0,0,0,0,0,0,2,199.98
9589367012432529365,Organic Search,20161002,Macintosh,10,0,0,0,0,0,0,435.9
8874986476437588959,Referral,20161002,Windows,0,1,0,0,2,0,2,78.5
3390121674939738412,Organic Search,20161002,Linux,1,0,1,0,4,0,0,360.88
9294509975224621622,Direct,20161026,Android,1,0,0,0,0,0,0,23.99
4740403949403783432,Organic Search,20161026,Macintosh,2,0,0,0,0,0,0,185.98
1674522468434801588,Paid Search,20161026,Windows,2,0,0,0,0,0,0,79.98
2766058290418162651,Organic Search,20161026,Macintosh,0,0,0,0,0,0,0,24.99
4493663241848137265,Organic Search,20161026,Windows,2,0,0,0,0,0,0,33.98
9918301111110943717,Organic Search,20161026,Macintosh,0,0,0,0,2,0,0,7
1232204354352728511,Referral,20161026,Macintosh,0,2,0,0,0,0,0,11.18
7760146114057395065,Organic Search,20161026,Chrome OS,0,0,2,0,0,0,0,21.98
7430407536218819322,Organic Search,20161026,Windows,2,0,0,0,0,0,0,239.98
0324805249737828428,Referral,20161026,Macintosh,2,2,0,0,0,0,2,405.45
2998366531691727863,Direct,20161026,Macintosh,0,0,0,0,0,0,2,159.98
6432437436419327566,Organic Search,20161026,Windows,3,0,0,0,0,0,0,295.97
3306331302225124050,Direct,20161026,Macintosh,0,0,3,0,0,0,0,14.97
6367837466642366972,Direct,20161026,Windows,2,0,0,0,0,0,0,33.98
3852566723426710448,Referral,20161026,Windows,0,0,0,0,0,0,10,585.5
330283388362683388,Direct,20161026,Macintosh,2,0,0,0,5,0,0,94.97
9034843327360750185,Referral,20161026,Linux,0,0,0,0,0,0,0,57.17
541801617495136574,Display,20161026,Macintosh,6,0,0,0,0,0,0,147.14
1763448248843339599,Organic Search,20161026,Android,4,0,8,0,0,1,0,941.35
3170270941303013554,Referral,20161026,Macintosh,0,0,0,0,0,0,4,420.93
3528416915517764005,Organic Search,20161026,Chrome OS,7,0,3,0,2,2,3,792.65
3915920784659011636,Paid Search,20161026,iOS,0,0,0,0,0,0,0,18.99
1106124107486653332,Organic Search,20161026,Macintosh,1,0,0,0,0,0,0,89.99
7652216073987773780,Organic Search,20161026,iOS,1,0,0,0,0,0,0,16.99
7016568737668453037,Direct,20161026,iOS,1,0,0,0,0,0,0,18.99
